OBJECTID;COUNTRYCODE;Latitude;Longitude;STORE_CAP_MEAN;geometry
435;GB;53.215274425947236;1.0092276511527742;0.0;POINT (1.009227651152774 53.21527442594724)
436;GB;52.98999616258717;2.9725740856172567;0.0;POINT (2.972574085617257 52.98999616258717)
437;GB;52.50611394748521;2.841526590671856;0.0;POINT (2.841526590671856 52.50611394748521)
438;GB;52.756325304041475;2.0982889170262498;431.22736800000007;POINT (2.09828891702625 52.75632530404148)
466;GB;53.41221502394114;1.9492683218674236;193.109;POINT (1.949268321867424 53.41221502394114)
467;GB;53.91525653547681;1.2848550363070272;0.0;POINT (1.284855036307027 53.91525653547681)
468;GB;54.02117058907879;2.2895530618598636;0.0;POINT (2.289553061859864 54.02117058907879)
469;GB;57.90680972473843;0.510038306613464;21852.402208000003;POINT (0.5100383066134641 57.90680972473843)
470;GB;58.78460253472407;0.1176774723307196;8036.7876;POINT (0.1176774723307196 58.78460253472407)
471;GB;59.26360487566003;1.2569716477876265;1389.15;POINT (1.256971647787626 59.26360487566003)
472;GB;60.80170559020521;1.3492961333616074;16360.99166208;POINT (1.349296133361607 60.80170559020521)
473;GB;61.658060260054384;1.3690532305227507;0.0;POINT (1.369053230522751 61.65806026005438)
474;GB;58.19647436119123;-2.240291650082328;209.125;POINT (-2.240291650082328 58.19647436119123)
475;GB;57.437532416417746;1.4492686374587505;8845.389000000001;POINT (1.44926863745875 57.43753241641775)
476;GB;58.13984375562506;-2.6783147642536487;736.1038079999998;POINT (-2.678314764253649 58.13984375562506)
477;GB;58.576859622661914;1.3148708634757764;15.53664;POINT (1.314870863475776 58.57685962266191)
478;GB;58.730560334147164;1.402289000908654;132.048;POINT (1.402289000908654 58.73056033414716)
479;GB;61.11119112674306;1.351733828591121;2183.7816;POINT (1.351733828591121 61.11119112674306)
480;GB;57.9872785730056;0.958721234689931;193.2525;POINT (0.958721234689931 57.9872785730056)
481;GB;58.04728858221512;-3.1738301983795894;76.86;POINT (-3.173830198379589 58.04728858221512)
482;GB;59.40810414469391;1.622360491397827;4.560000000000001;POINT (1.622360491397827 59.40810414469391)
483;GB;57.62933157460045;0.9912671048500737;105.0;POINT (0.9912671048500737 57.62933157460045)
484;GB;58.244461005490294;-1.7136792503154132;1109.52;POINT (-1.713679250315413 58.24446100549029)
485;GB;58.3797596793413;0.05753218355969951;507.6;POINT (0.05753218355969951 58.3797596793413)
486;GB;60.633162355212555;1.0460470328044702;22.0248;POINT (1.04604703280447 60.63316235521255)
487;GB;58.32562070636362;-1.924529913753772;4741.74;POINT (-1.924529913753772 58.32562070636362)
488;GB;58.46002610793621;0.19159477342920095;0.0;POINT (0.1915947734292009 58.46002610793621)
489;GB;58.5480616004391;-1.1168310380216682;228.305;POINT (-1.116831038021668 58.5480616004391)
490;GB;58.11731044151723;-3.069787515568222;88.4646;POINT (-3.069787515568222 58.11731044151723)
491;GB;58.52309136924552;-0.09927296703056498;2138.83824;POINT (-0.09927296703056498 58.52309136924552)
492;GB;57.34975131622929;1.6221491800584522;5265.988;POINT (1.622149180058452 57.34975131622929)
493;GB;58.17504061521443;-1.6890034006588703;55.8432;POINT (-1.68900340065887 58.17504061521443)
494;GB;57.913569735344716;-0.27080930553023336;60.83;POINT (-0.2708093055302334 57.91356973534472)
495;GB;59.57640081761285;1.6910808553109047;390.44544;POINT (1.691080855310905 59.57640081761285)
496;GB;60.872460791147134;1.7008325412566312;254.43264;POINT (1.700832541256631 60.87246079114713)
497;GB;58.31936376419784;-1.778740868398504;805.7296799999998;POINT (-1.778740868398504 58.31936376419784)
